ISIN,Name,Symbol,Type,TER,Dividendi,Trading Currency,info
LU1847674733,Ossiam Bloomberg Eurozone PAB NR - UCITS ETF 1C (EUR),OP2E,ETF,"0,17%",Accumulating,EUR,
LU1655103486,Ossiam Bloomberg Europe ex Eurozone PAB NR - UCITS ETF 1C (EUR),OP4E,ETF,"0,17%",Accumulating,EUR,"Equity,Europe,Social/Environmental,ClimateChange"
LU1655103643,Ossiam Bloomberg Japan PAB NR - UCITS ETF 1C (EUR),OP5E,ETF,"0,19%",Accumulating,EUR,"Equity,Japan,Social/Environmental,ClimateChange"
LU1655103726,Ossiam Bloomberg Japan PAB NR - UCITS ETF H1C (EUR HEDGED),OP5H,ETF,"0,25%",Accumulating,EUR,"Equity,Japan,Social/Environmental,ClimateChange"
LU2491210618,Ossiam Bloomberg Asia Pacific ex Japan PAB NR - UCITS ETF 1C (EUR),OP6E,ETF,"0,29%",Accumulating,EUR,"Equity,AsiaPacific,Social/Environmental,ClimateChange"
LU2491211004,Ossiam Barclays Quantic Global E NR - UCITS 1c (EUR),BQGE,ETF,"0,70%",Accumulating,EUR,
IE000IIED424,Ossiam Bloomberg USA PAB NR UCITS ETF - 1A (EUR),OP7E,ETF,"0,12%",Accumulating,EUR,
IE0006QX3Y11,Ossiam Bloomberg Canada PAB NR UCITS ETF - 1A (EUR),OP8E,ETF,"0,29%",Accumulating,EUR,
LU0950669845,UBS ETF (LU) MSCI EMU Value UCITS ETF (EUR) A-acc,AW1T,ETF,"0,25%",Accumulating,EUR,"Equity,Europe,Value"
IE0000ZVYDH0,Amundi MSCI ACWI SRI PAB UCITS ETF DR - USD (C),WELA,ETF,"0,20%",Accumulating,EUR,"Equity,World,Social/Environmental"
IE0000ZVYDH0,Amundi MSCI ACWI SRI PAB UCITS ETF DR - USD,WELB (USD),ETF,"0,20%",Accumulating,USD,"Equity,World,Social/Environmental"
IE0001JH5CB4,Xtrackers Europe Net Zero Pathway Paris Aligned UCITS ETF,XEPA,ETF,"0,15%",Accumulating,EUR,"Equity,Europe,Social/Environmental,ClimateChange"
IE00074JLU02,Xtrackers Japan Net Zero Pathway Paris Aligned UCITS ETF,XNJP,ETF,"0,15%",Accumulating,EUR,"Equity,Japan,Social/Environmental,ClimateChange"
IE0002ZM3JI1,Xtrackers USA Net Zero Pathway Paris Aligned UCITS ETF,XNUS,ETF,"0,10%",Accumulating,EUR,"Equity,UnitedStates,Social/Environmental,ClimateChange"
IE0002MXIF34,Fidelity Clean Energy UCITS ETF,FNRG,ETF,"0,50%",Accumulating,EUR,"Equity,World,Utilities,CleanEnergy"
IE0009MG7KH8,Fidelity Electric Vehicles and Future Transportation UCITS ETF,FDRV,ETF,"0,50%",Accumulating,EUR,"Equity,World,Technology,FutureMobility"
IE000M0ZXLY9,Fidelity Cloud Computing UCITS ETF,FCLD,ETF,"0,50%",Accumulating,EUR,"Equity,World,Technology,CloudTechnology"
IE000BPQIAA3,Fidelity Digital Health UCITS ETF,FDHT,ETF,"0,50%",Accumulating,EUR,"Equity,World,HealthCare"
IE000TLLSP66,Fidelity Metaverse UCITS ETF,FMTV,ETF,"0,50%",Accumulating,EUR,"Equity,World,Social/Environmental,Metaverse"
IE000QNJAOX1,L&G Optical Technology & Photonics ESG Exclusions UCITS ETF USD Acc,LADR,ETF,"0,49%",Accumulating,EUR,"Equity,World,Social/Environmental,Photonics"
IE0004U3TX15,L&G Metaverse ESG Exclusions UCITS ETF USD Acc,MTVR,ETF,"0,39%",Accumulating,EUR,"Equity,World,Social/Environmental,Metaverse"
IE000VTOHNZ0,L&G Global Thematic ESG Exclusions UCITS ETF USD Acc,THNZ,ETF,"0,60%",Accumulating,EUR,"Equity,World,Social/Environmental,Innovation"
IE000ST40PX8,L&G Emerging Cyber Security ESG Exclusions UCITS ETF USD Acc,ES6Y,ETF,"0,49%",Accumulating,EUR,"Equity,World,Social/Environmental,Cybersecurity"
IE000IM4K4K2,Franklin Metaverse UCITS ETF,FLRA,ETF,"0,30%",Accumulating,EUR,"Equity,World,Metaverse"
IE000B9PQW54,VanEck Genomics and Healthcare Innovators UCITS ETF,CURE,ETF,"0,35%",Accumulating,EUR,"Equity,World,HealthCare,Innovation"
IE0002UTLE51,HSBC World ESG Biodiversity Screened Equity UCITS ETF,H41A,ETF,"0,35%",Accumulating,EUR,"Equity,World,Social/Environmental"
IE000FP52WM7,Global X Disruptive Materials UCITS ETF,D6AT,ETF,"0,50%",Accumulating,EUR,"Equity,World,BasicMaterials"
IE0008RX29L5,Invesco Wind Energy UCITS ETF Acc,WDEY,ETF,"0,60%",Accumulating,EUR,"Equity,World,Social/Environmental,CleanEnergy"
IE00053WDH64,Invesco Hydrogen Economy UCITS ETF Acc,HYDE,ETF,"0,60%",Accumulating,EUR,"Equity,World,Social/Environmental,Hydrogen"
IE000QVYFUT7,Xtrackers India Government Bond UCITS ETF,XIGB,ETF,"0,38%",Accumulating,EUR,"Bonds,India,Government,Allmaturities"
LU2490201840,Amundi MSCI Japan ESG Climate Net Zero Ambition CTB UCITS ETF – Hedged EUR,AHYZ,ETF,"0,20%",Accumulating,EUR,"Equity,Japan,Social/Environmental,ClimateChange"
IE000940RNE6,WisdomTree Blockchain UCITS ETF - USD Acc,WBKN,ETF,"0,45%",Accumulating,EUR,"Equity,World,Social/Environmental,Blockchain"
IE000R9FA4A0,iShares S&P 500 ESG UCITS ETF USD (Acc),ZA30,ETF,"0,70%",Accumulating,EUR,"Equity,UnitedStates,Social/Environmental"
IE000TB3YTV4,WisdomTree Global Automotive UCITS ETF - USD Acc,WTGA,ETF,"0,45%",Accumulating,EUR,"Equity,World,Automobile,FutureMobility"
LU2446381555,BNP Paribas Easy ESG Eurozone Biodiversity Leaders PAB UCITS ETF,ASRV,ETF,"0,35%",Accumulating,EUR,"Equity,Europe,Social/Environmental"
LU2446380235,BNP Paribas Easy MSCI World ESG Filtered Min TE UCITS ETF,ASRW,ETF,"0,15%",Accumulating,USD,"Equity,World,Social/Environmental"
IE000BI0GCN3,iShares Core UK Gilts UCITS ETF EUR Hedged (Dist),CBUS,ETF,"0,09%",Distributing,EUR,"Bonds,UnitedKingdom,Government,Allmaturities"
IE000EFHIFG3,Amundi S&P Global Communication Services ESG UCITS ETF DR – EUR (A),WELX,ETF,"0,18%",Accumulating,EUR,"Equity,World,Telecommunication"
IE000EFHIFG3,Amundi S&P Global Communication Services ESG UCITS ETF DR - EUR (A),MWOX (USD),ETF,"0,18%",Accumulating,USD,"Equity,World,Telecommunication"
IE000ANYHV73,Amundi S&P Global Communication Services ESG UCITS ETF DR – EUR (D),WELR,ETF,"0,18%",Distributing,EUR,"Equity,World,Telecommunication"
IE000ANYHV73,Amundi S&P Global Communication Services ESG UCITS ETF DR - EUR (D),MWOY (USD),ETF,"0,18%",Distributing,USD,"Equity,World,Telecommunication"
IE000NM0ALX6,Amundi S&P Global Consumer Discretionary ESG UCITS ETF DR – EUR (A),WELJ,ETF,"0,18%",Accumulating,EUR,"Equity,World,ConsumerDiscretionary"
IE000NM0ALX6,Amundi S&P Global Consumer Discretionary ESG UCITS ETF DR - EUR (A),WEL1 (USD),ETF,"0,18%",Accumulating,USD,"Equity,World,ConsumerDiscretionary"
IE00061J0RC6,Amundi S&P Global Consumer Discretionary ESG UCITS ETF DR – EUR (D),WELC,ETF,"0,18%",Distributing,EUR,"Equity,World,ConsumerDiscretionary"
IE00061J0RC6,Amundi S&P Global Consumer Discretionary ESG UCITS ETF DR - EUR (D),WEL2 (USD),ETF,"0,18%",Distributing,USD,"Equity,World,ConsumerDiscretionary"
IE000ZIJ5B20,Amundi S&P Global Consumer Staples ESG UCITS ETF DR – EUR (A),WELW,ETF,"0,18%",Accumulating,EUR,"Equity,World,ConsumerStaples"
IE000ZIJ5B20,Amundi S&P Global Consumer Staples ESG UCITS ETF DR - EUR (A),WEL3 (USD),ETF,"0,18%",Accumulating,USD,"Equity,World,ConsumerStaples"
IE0005NYD352,Amundi S&P Global Consumer Staples ESG UCITS ETF DR – EUR (D),WELM,ETF,"0,18%",Distributing,EUR,"Equity,World,ConsumerStaples"
IE0005NYD352,Amundi S&P Global Consumer Staples ESG UCITS ETF DR - EUR (D),WEL4 (USD),ETF,"0,18%",Distributing,USD,"Equity,World,ConsumerStaples"
IE000J0LN0R5,Amundi S&P Global Energy Carbon Reduced Ucits Etf Dr – EUR (A),WELN,ETF,"0,18%",Accumulating,EUR,"Equity,World,Energy"
IE000J0LN0R5,Amundi S&P Global Energy Carbon Reduced UCITS ETF DR - EUR (A),WEL5 (USD),ETF,"0,18%",Accumulating,USD,"Equity,World,Energy"
IE0009SJ3GE3,Amundi S&P Global Energy Carbon Reduced Ucits Etf Dr – EUR (D),WELP,ETF,"0,18%",Distributing,EUR,"Equity,World,Energy"
IE0009SJ3GE3,Amundi S&P Global Energy Carbon Reduced UCITS ETF DR - EUR (D),WEL6 (USD),ETF,"0,18%",Distributing,USD,"Equity,World,Energy"
IE000KYX7IP4,Amundi S&P Global Financials ESG UCITS ETF DR – EUR (A),WELK,ETF,"0,18%",Accumulating,EUR,"Equity,World,Financials"
IE000KYX7IP4,Amundi S&P Global Financials ESG UCITS ETF DR - EUR (A),WEL7 (USD),ETF,"0,18%",Accumulating,USD,"Equity,World,Financials"
IE000ENYES77,Amundi S&P Global Financials ESG UCITS ETF DR – EUR (D),WELY,ETF,"0,18%",Distributing,EUR,"Equity,World,Financials"
IE000ENYES77,Amundi S&P Global Financials ESG UCITS ETF DR - EUR (D),WEL8 (USD),ETF,"0,18%",Distributing,USD,"Equity,World,Financials"
IE0006FM6MI8,Amundi S&P Global Health Care ESG UCITS ETF DR – EUR (A),WELS,ETF,"0,18%",Accumulating,EUR,"Equity,World,HealthCare"
IE0006FM6MI8,Amundi S&P Global Health Care ESG UCITS ETF DR - EUR (A),WEL9 (USD),ETF,"0,18%",Accumulating,USD,"Equity,World,HealthCare"
IE000JKS50V3,Amundi S&P Global Health Care ESG UCITS ETF DR – EUR (D),WELG,ETF,"0,18%",Distributing,EUR,"Equity,World,HealthCare"
IE000JKS50V3,Amundi S&P Global Health Care ESG UCITS ETF DR - EUR (D),WELZ (USD),ETF,"0,18%",Distributing,USD,"Equity,World,HealthCare"
IE000LTA2082,Amundi S&P Global Industrials ESG UCITS ETF DR – EUR (A),WELH,ETF,"0,18%",Accumulating,EUR,"Equity,World,Industrials"
IE000LTA2082,Amundi S&P Global Industrials ESG UCITS ETF DR - EUR (A),WEL0 (USD),ETF,"0,18%",Accumulating,USD,"Equity,World,Industrials"
IE00026BEVM6,Amundi S&P Global Industrials ESG UCITS ETF DR – EUR (D),WELT,ETF,"0,18%",Distributing,EUR,"Equity,World,Industrials"
IE00026BEVM6,Amundi S&P Global Industrials ESG UCITS ETF DR - EUR (D),MWOA (USD),ETF,"0,18%",Distributing,USD,"Equity,World,Industrials"
IE000E7EI9P0,Amundi S&P Global Information Technology ESG UCITS ETF DR – EUR (A),WELU,ETF,"0,18%",Accumulating,EUR,"Equity,World,Technology"
IE000E7EI9P0,Amundi S&P Global Information Technology ESG UCITS ETF DR - EUR (A),MWOB (USD),ETF,"0,18%",Accumulating,USD,"Equity,World,Technology"
IE000GEHNQU9,Amundi S&P Global Information Technology ESG UCITS ETF DR – EUR (D),WELL,ETF,"0,18%",Distributing,EUR,"Equity,World,Technology"
IE000GEHNQU9,Amundi S&P Global Information Technology ESG UCITS ETF DR - EUR (D),MWOC (USD),ETF,"0,18%",Distributing,USD,"Equity,World,Technology"
IE000FCGBU62,Amundi S&P Global Materials ESG UCITS ETF DR – EUR (A),WELI,ETF,"0,18%",Accumulating,EUR,"Equity,World,BasicMaterials"
IE000FCGBU62,Amundi S&P Global Materials ESG UCITS ETF DR - EUR (A),MWOD (USD),ETF,"0,18%",Accumulating,USD,"Equity,World,BasicMaterials"
IE000WP7CVZ7,Amundi S&P Global Materials ESG UCITS ETF DR – EUR (D),WELV,ETF,"0,18%",Distributing,EUR,"Equity,World,BasicMaterials"
IE000WP7CVZ7,Amundi S&P Global Materials ESG UCITS ETF DR - EUR (D),MWOG (USD),ETF,"0,18%",Distributing,USD,"Equity,World,BasicMaterials"
IE000PMX0MW6,Amundi S&P Global Utilities ESG UCITS ETF DR – EUR (A),WELD,ETF,"0,18%",Accumulating,EUR,"Equity,World,Utilities"
IE000PMX0MW6,Amundi S&P Global Utilities ESG UCITS ETF DR - EUR (A),MWOH (USD),ETF,"0,18%",Accumulating,USD,"Equity,World,Utilities"
IE00052T92P8,Amundi S&P Global Utilities ESG UCITS ETF DR – EUR (D),WELQ,ETF,"0,18%",Distributing,EUR,"Equity,World,Utilities"
IE00052T92P8,Amundi S&P Global Utilities ESG UCITS ETF DR - EUR (D),MWOI (USD),ETF,"0,18%",Distributing,USD,"Equity,World,Utilities"
LU2470620845,Amundi Global AGG SRI 1-5 UCITS ETF DR - hedged EUR (A),AHYH,ETF,"0,16%",Accumulating,EUR,"Bonds,World,Aggregate,3-5"
IE000KPJJWM6,Vanguard ESG Emerging Markets All Cap UCITS ETF,V3MA,ETF,"0,24%",Accumulating,EUR,"Equity,EmergingMarkets,Social/Environmental"
IE0001VXZTV7,Vanguard ESG Emerging Markets All Cap UCITS ETF,V3ML,ETF,"0,24%",Distributing,EUR,"Equity,EmergingMarkets,Social/Environmental"
IE000GOJO2A3,Vanguard ESG Developed Asia Pacific All Cap UCITS ETF,V3PA,ETF,"0,17%",Accumulating,EUR,"Equity,AsiaPacific,Social/Environmental"
IE0008T6IUX0,Vanguard ESG Developed Asia Pacific All Cap UCITS ETF,V3PL,ETF,"0,17%",Distributing,EUR,"Equity,AsiaPacific,Social/Environmental"
LU2439874319,Frankfurter UCITS ETF - Modern Value,C9DF,ETF,"0,52%",Distributing,EUR,"Equity,Fundamental/Quality,Moat"
IE000HPBRE54,Goldman Sachs Paris-Aligned Climate World Equity UCITS ETF – Class USD (Acc),GACL,ETF,"0,30%",Accumulating,EUR,"Equity,World,Social/Environmental,ClimateChange"
IE00BKWD3743,Invesco US Treasury Bond 10+ Year UCITS ETF Dist,TRDL,ETF,"0,06%",Distributing,EUR,"Bonds,UnitedStates,Government,10+"
IE000FXHG8D6,Invesco US Treasury Bond 10+ Year UCITS ETF EUR Hdg Dist,T1OD,ETF,"0,10%",Distributing,EUR,"Bonds,UnitedStates,Government,10+"
LU2504532131,Xtrackers II TIPS US Inflation-Linked Bond UCITS ETF,XTIP,ETF,"0,07%",Accumulating,EUR,"Bonds,UnitedStates,Inflation-Linked,Allmaturities"
LU2504532487,Xtrackers II Eurozone Government Green Bond UCITS ETF,XGEZ,ETF,"0,18%",Distributing,EUR,"Bonds,Europe,Government,Allmaturities"
LU2504537445,Xtrackers II Eurozone Government Bond ESG Tilted UCITS ETF,XEZB,ETF,"0,12%",Distributing,EUR,"Bonds,Europe,Government,Allmaturities"
IE000RDRMSD1,iShares Blockchain Technology UCITS ETF (Acc),CBUT,ETF,"0,50%",Accumulating,EUR,"Equity,World,Technology,Blockchain"
IE000LYBU7X5,HSBC MSCI World Value ESG UCITS ETF USD (Acc),H41D,ETF,"0,25%",Accumulating,EUR,"Equity,World,Value"
IE000C692SN6,HSBC MSCI World Small Cap ESG UCITS ETF USD (Acc),H41G,ETF,"0,25%",Accumulating,EUR,"Equity,World,SmallCap"
IE000Z9UVQ99,L&G Asia Pacific ex Japan ESG Exclusions Paris Aligned UCITS ETF USD Acc,BATF,ETF,"0,16%",Accumulating,EUR,"Equity,AsiaPacific,Social/Environmental,ClimateChange"
IE000HLUHPT1,L&G Japan ESG Exclusions Paris Aligned UCITS ETF USD Acc,BATG,ETF,"0,16%",Accumulating,EUR,"Equity,Japan,Social/Environmental,ClimateChange"
IE0001J5A2T9,VanEck Circular Economy UCITS ETF,REUS,ETF,"0,40%",Accumulating,EUR,"Equity,World,Social/Environmental,CircularEconomy"
IE00BD6GCF16,First Trust US Equity Income UCITS ETF,FTGI,ETF,"0,55%",Accumulating,EUR,"Equity,UnitedStates,Dividend"
LU1910940268,Lyxor Core Global Inflation-Linked 1-10Y Bond (DR) UCITS ETF - Monthly Hedged to EUR - Dist,B8TQ,ETF,"0,20%",Distributing,EUR,"Bonds,World,Inflation-Linked,7-10"
IE000W080FK3,HSBC MSCI Emerging Markets Small Cap ESG UCITS ETF USD Acc,H41F,ETF,"0,35%",Accumulating,EUR,"Equity,EmergingMarkets,SmallCap"
IE000VML2GZ3,Amundi MSCI USA ESG Leaders Extra UCITS ETF DR - USD (A),MWOJ,ETF,"0,10%",Accumulating,EUR,"Equity,UnitedStates,Social/Environmental"
IE000VML2GZ3,Amundi MSCI USA ESG Leaders Extra UCITS ETF DR - USD,MWOK (USD),ETF,"0,10%",Accumulating,USD,"Equity,UnitedStates,Social/Environmental"
IE000QADMYA3,Vanguard ESG EUR Corporate Bond UCITS ETF (EUR) Accumulating,V3RE,ETF,"0,11%",Accumulating,EUR,"Bonds,World,Corporate,Allmaturities"
IE000F37PGZ3,Vanguard ESG EUR Corporate Bond UCITS ETF (EUR) Distributing,V3RF,ETF,"0,11%",Accumulating,EUR,"Bonds,World,Corporate,Allmaturities"
IE000JQV8511,Vanguard ESG USD Corporate Bond UCITS ETF (USD) Accumulating,V3CU,ETF,"0,11%",Accumulating,EUR,"Bonds,World,Corporate,Allmaturities"
IE000RO1O3N4,Vanguard ESG USD Corporate Bond UCITS ETF (USD) Distributing,V3CD,ETF,"0,11%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
IE000EKJRSZ3,Vanguard ESG USD Corporate Bond UCITS ETF EUR Hedged Accumulating,V3CE,ETF,"0,16%",Accumulating,EUR,"Bonds,World,Corporate,Allmaturities"
LU1646360039,Amundi Index MSCI Japan SRI PAB - UCITS ETF DR - HEDGED CHF (C),8R80,ETF,"0,20%",Accumulating,CHF,"Equity,Japan,Social/Environmental"
IE000QDFFK00,AXA IM Nasdaq 100 UCITS ETF USD Acc,ANAU,ETF,"0,14%",Accumulating,USD,"Equity,UnitedStates,Technology"
IE00BM8R0J59,Global X Nasdaq 100 Covered Call UCITS ETF,QYLE,ETF,"0,45%",Distributing,EUR,"Equity,UnitedStates,Technology,AlternativeInvestments"
LU2446383338,BNP Paribas Easy € Corp Bond SRI PAB 3-5Y UCITS ETF,ASRX,ETF,"0,20%",Accumulating,EUR,"Bonds,World,Corporate,3-5"
IE000Y9MG996,Amundi US Tech 100 Equal Weight UCITS ETF DR - USD (D),WEBA,ETF,"0,07%",Distributing,EUR,"Equity,UnitedStates,Technology"
IE000Y9MG996,Amundi US Tech 100 Equal Weight UCITS ETF DR - USD,WEBB (USD),ETF,"0,07%",Distributing,USD,"Equity,UnitedStates,Technology"
IE000TZT8TI0,Xtrackers Emerging Markets Net Zero Pathway Paris Aligned UCITS ETF,XEMN,ETF,"0,20%",Accumulating,EUR,"Equity,EmergingMarkets,Social/Environmental,ClimateChange"
IE0005TF96I9,VanEck Bionic Engineering UCITS ETF,CIB0,ETF,"0,55%",Accumulating,EUR,"Equity,HealthCare,AgeingPopulation"
LU2446383171,BNP Paribas Easy MSCI World ESG Filtered Min TE UCITS ETF,ASRY,ETF,"0,15%",Accumulating,EUR,"Equity,World,Social/Environmental"
IE00013A2XD6,iShares MSCI ACWI SRI UCITS ETF USD (Dist),CBUQ,ETF,"0,20%",Distributing,EUR,"Equity,World,Social/Environmental"
IE000NVVIF88,HSBC MSCI Emerging Markets Value ESG UCITS ETF USD Acc,H41E,ETF,"0,35%",Accumulating,EUR,"Equity,EmergingMarkets,Value"
IE0007ULOZS8,Xtrackers S&P 500 ESG UCITS ETF,XZSP,ETF,"0,08%",Accumulating,EUR,"Equity,UnitedStates,Social/Environmental"
IE0004MFRED4,Xtrackers S&P 500 Equal Weight ESG UCITS ETF,XZEW,ETF,"0,17%",Accumulating,EUR,"Equity,UnitedStates,EqualWeighted"
IE000G3A6RN7,JPM Carbon Transition China Equity (CTB) UCITS ETF - USD (acc),JCCT,ETF,"0,35%",Accumulating,EUR,"Equity,China,Social/Environmental,ClimateChange"
LU2439735890,Amundi China CNY Bonds - UCITS ETF DR,CNYE,ETF,"0,20%",Accumulating,EUR,"Bonds,China,Government,Allmaturities"
LU2439735890,Amundi China CNY Bonds - UCITS ETF DR,CNYF (USD),ETF,"0,20%",Accumulating,USD,"Bonds,China,Government,Allmaturities"
IE000QMIHY81,HSBC MSCI World UCITS ETF EUR Hedged (Acc),H41H,ETF,"0,18%",Accumulating,EUR,"Equity,World"
LU0969639128,UBS ETF (LU) Bloomberg EUR Treasury 1-10 UCITS ETF (EUR) A-dis,UEF4,ETF,"0,17%",Distributing,EUR,"Bonds,Europe,Government,7-10"
IE00BD4TXS21,UBS ETF (IE) MSCI USA UCITS ETF (USD) A-acc,4UBB,ETF,"0,14%",Accumulating,EUR,"Equity,UnitedStates"
IE000RN58M26,iShares Metaverse UCITS ETF USD (Acc),CBUV,ETF,"0,50%",Accumulating,EUR,"Equity,World,Social/Environmental,Metaverse"
IE000AQ7A2X6,SPDR Bloomberg Global Aggregate Bond EUR Hdg UCITS ETF (Acc),SPFF,ETF,"0,10%",Accumulating,EUR,"Bonds,World,Aggregate,Allmaturities"
IE0005E47AH7,"Xtrackers MSCI Global SDG 9 Industry, Innovation & Infrastructure UCITS ETF",SDG9,ETF,"0,35%",Accumulating,EUR,"Equity,World,Infrastructure,Robotics&Automation"
IE000V0GDVU7,Xtrackers MSCI Global SDG 11 Sustainable Cities UCITS ETF,XG11,ETF,"0,35%",Accumulating,EUR,"Equity,World,Infrastructure"
IE000Y6ZXZ48,Xtrackers MSCI Global SDG 12 Circular Economy UCITS ETF,XG12,ETF,"0,35%",Accumulating,EUR,"Equity,World,Social/Environmental,CircularEconomy"
IE000XLJ2JQ9,Amundi S&P SmallCap 600 ESG UCITS ETF - Dist,MWON,ETF,"0,35%",Distributing,EUR,"Equity,UnitedStates,SmallCap"
LU2555926455,Ossiam Shiller Barclays CAPE Global Sector Value TR - UCITS ETF 1C (EUR),EUPB,ETF,"0,65%",Accumulating,EUR,
LU2555926372,Ossiam Shiller Barclays CAPE Global Sector Value TR - UCITS ETF 1C (USD),EUPA,ETF,"0,65%",Accumulating,USD,
IE000ZWSN3F7,Invesco Global High Yield Corporate Bond ESG UCITS ETF Dist,GB1D,ETF,"0,25%",Distributing,EUR,"Bonds,World,Corporate,Allmaturities"
IE0001VDDL68,Invesco Global High Yield Corporate Bond ESG UCITS ETF Acc,GB1A,ETF,"0,25%",Accumulating,EUR,"Bonds,World,Corporate,Allmaturities"
LU2552296563,Xtrackers II iBoxx Eurozone Government Bond Yield Plus 1-3 UCITS ETF,XY2D,ETF,"0,15%",Accumulating,EUR,"Bonds,Europe,Government,0-3"
IE000D8FCSD8,iShares Listed Private Equity UCITS ETF USD (Acc),CBUW,ETF,"0,75%",Accumulating,EUR,"Equity,World,PrivateEquity"
IE000M7V94E1,VanEck Uranium and Nuclear Technologies UCITS ETF,NUKL,ETF,"0,55%",Accumulating,EUR,"Equity,World,Uranium"
LU1900069219,Amundi Bloomberg Equal-weight Commodity ex-Agriculture UCITS ETF Euro Hedged Acc,C099,ETF,"0,35%",Accumulating,EUR,"Commodities,Broadmarket"
IE000PSF3A70,Xtrackers MSCI Global SDGs UCITS ETF,XDGI,ETF,"0,35%",Accumulating,EUR,"Equity,World,Social/Environmental"
IE00036F4K40,Xtrackers MSCI Global SDG 3 Good Health UCITS ETF,XDG3,ETF,"0,35%",Accumulating,EUR,"Equity,World,HealthCare"
IE0007WJ6B10,Xtrackers MSCI Global SDG 6 Clean Water & Sanitation UCITS ETF,XDG6,ETF,"0,35%",Accumulating,EUR,"Equity,World,Social/Environmental,Water"
IE000JZYIUN0,Xtrackers MSCI Global SDG 7 Affordable and Clean Energy UCITS ETF,XDG7,ETF,"0,35%",Accumulating,EUR,"Equity,World,Social/Environmental,CleanEnergy"
LU2533810276,BNP Paribas Easy ECPI Circular Economy Leaders UCITS ETF - USD,BJLC,ETF,"0,30%",Accumulating,USD,"Equity,World,Social/Environmental,CircularEconomy"
LU2533813296,BNP Paribas Easy ECPI Global ESG Blue Economy UCITS ETF - USD,ASR1,ETF,"0,30%",Accumulating,USD,"Equity,World,Social/Environmental"
LU2533811167,BNP Paribas Easy ECPI Global ESG Infrastructure UCITS ETF - USD,BJLB,ETF,"0,30%",Accumulating,USD,"Equity,World,Infrastructure"
LU2533811084,BNP Paribas Easy ECPI Global ESG Med Tech UCITS ETF - USD,BJLA,ETF,"0,30%",Accumulating,USD,"Equity,World,HealthCare"
LU2533813023,BNP Paribas Easy ECPI Global ESG Hydrogen Economy UCITS ETF - USD,ASRZ,ETF,"0,30%",Accumulating,USD,"Equity,World,Social/Environmental,Hydrogen"
IE000LSRKCB4,Global X S&P 500 Quarterly Buffer UCITS ETF - USD Accumulating,SPQB,ETF,"0,45%",Accumulating,EUR,
IE000EPX8KB7,Global X S&P 500 Quarterly Tail Hedge UCITS ETF - USD Accumulating,SPQH,ETF,"0,45%",Accumulating,EUR,
IE000CK5G8J7,iShares Global Infrastructure UCITS ETF USD (Acc),CBUX,ETF,"0,70%",Accumulating,EUR,"Equity,World,Infrastructure"
DE000A2QP4B6,iShares STOXX Europe 600 UCITS ETF (DE) EUR (Acc),EXIE,ETF,"0,20%",Accumulating,EUR,"Equity,Europe"
LU2572256662,Amundi PEA Dow Jones Industrial Average,AHYI,ETF,"0,45%",Distributing,EUR,"Equity,UnitedStates"
LU2572256662,Amundi PEA Dow Jones Industrial Average,AHYL,ETF,"0,45%",Distributing,EUR,"Equity,UnitedStates"
LU2572256829,Amundi German Bund Daily (-1x) Inverse UCITS ETF - Dist,AHYJ,ETF,"0,20%",Distributing,EUR,"Bonds,Germany,Government,7-10"
LU2572257041,Amundi ShortDAX Daily (-1x) Inverse UCITS ETF - Dist,AHYK,ETF,"0,30%",Distributing,EUR,"Equity,Germany"
LU2533812991,BNP Paribas Easy € Aggregate Bond SRI Fossil Free UCITS ETF Capitalisation,BJLF,ETF,"0,15%",Accumulating,EUR,"Bonds,World,Aggregate,Allmaturities"
LU2533812728,BNP Paribas Easy € Aggregate Bond SRI Fossil Free UCITS ETF Distribution,BJLD,ETF,"0,15%",Distributing,EUR,"Bonds,World,Aggregate,Allmaturities"
LU2533810862,BNP Paribas Easy JPM ESG EMU Government Bond IG 1-3Y UCITS ETF Capitalisation,BJLG,ETF,"0,15%",Accumulating,EUR,"Bonds,Europe,Government,0-3"
LU2533810789,BNP Paribas Easy JPM ESG EMU Government Bond IG 1-3Y UCITS ETF Distribution,BJLH,ETF,"0,15%",Distributing,EUR,"Bonds,Europe,Government,0-3"
IE0006FDYJF8,Xtrackers MSCI Japan Climate Transition UCITS ETF,XCJD,ETF,"0,15%",Distributing,EUR,"Equity,Japan,Social/Environmental,ClimateChange"
IE000GYDNJS5,Xtrackers MSCI USA Climate Transition UCITS ETF,XCUD,ETF,"0,09%",Distributing,EUR,"Equity,UnitedStates,Social/Environmental,ClimateChange"
IE000W6L2AI3,Xtrackers MSCI EMU Climate Transition UCITS ETF,XCEU,ETF,"0,12%",Accumulating,EUR,"Equity,Europe,Social/Environmental,ClimateChange"
IE000N9MLVT1,Xtrackers MSCI Europe Climate Transition UCITS ETF,XECT,ETF,"0,12%",Accumulating,EUR,"Equity,Europe,Social/Environmental,ClimateChange"
IE000P4AYI47,Xtrackers MSCI World Climate Transition UCITS ETF,XCTW,ETF,"0,19%",Accumulating,EUR,"Equity,World,Social/Environmental,ClimateChange"
IE00BFMXYP42,Vanguard FTSE 100 UCITS ETF (GBP) Accumulating,VUKG,ETF,"0,09%",Accumulating,EUR,"Equity,UnitedKingdom"
